"iteration" "lambda0.8" "lambda0.975" "lambda1"
"1301" 1301 0.36765 0.38667 0.38909
"1302" 1302 0.36765 0.38667 0.38909
"1303" 1303 0.36765 0.38667 0.38909
"1304" 1304 0.36765 0.38667 0.38909
"1305" 1305 0.36765 0.38667 0.38909
"1306" 1306 0.36765 0.38667 0.38909
"1307" 1307 0.36765 0.38667 0.38909
"1308" 1308 0.36765 0.38667 0.38909
"1309" 1309 0.36765 0.38667 0.38909
"1310" 1310 0.36765 0.38667 0.38909
"1311" 1311 0.36765 0.38667 0.38909
"1312" 1312 0.36765 0.38667 0.38909
"1313" 1313 0.36765 0.38667 0.38909
"1314" 1314 0.36765 0.38667 0.38909
"1315" 1315 0.36765 0.38667 0.38909
"1316" 1316 0.36765 0.38667 0.38909
"1317" 1317 0.36765 0.38667 0.38909
"1318" 1318 0.36765 0.38667 0.38909
"1319" 1319 0.36765 0.38667 0.38909
"1320" 1320 0.36765 0.38667 0.38909
"1321" 1321 0.36765 0.38667 0.38909
"1322" 1322 0.36765 0.38667 0.38909
"1323" 1323 0.36765 0.38667 0.38909
"1324" 1324 0.36765 0.38667 0.38909
"1325" 1325 0.36765 0.38667 0.38909
"1326" 1326 0.36765 0.38667 0.38909
"1327" 1327 0.36765 0.38667 0.38909
"1328" 1328 0.36765 0.38667 0.38909
"1329" 1329 0.36765 0.38667 0.38909
"1330" 1330 0.36765 0.38667 0.38909
"1331" 1331 0.36765 0.38667 0.38909
"1332" 1332 0.36765 0.38667 0.38909
"1333" 1333 0.36765 0.38667 0.38907
"1334" 1334 0.36765 0.38667 0.38907
"1335" 1335 0.36765 0.38667 0.38907
"1336" 1336 0.36765 0.38667 0.38907
"1337" 1337 0.36765 0.38667 0.38907
"1338" 1338 0.36765 0.38667 0.38907
"1339" 1339 0.36765 0.38667 0.38907
"1340" 1340 0.36765 0.38667 0.38907
"1341" 1341 0.36765 0.38667 0.38907
"1342" 1342 0.36765 0.38667 0.38907
"1343" 1343 0.36765 0.38667 0.38907
"1344" 1344 0.36765 0.38667 0.38907
"1345" 1345 0.36765 0.38667 0.38907
"1346" 1346 0.36765 0.38667 0.38907
"1347" 1347 0.36765 0.38667 0.38907
"1348" 1348 0.36765 0.38667 0.38907
"1349" 1349 0.36765 0.38667 0.38907
"1350" 1350 0.36765 0.38667 0.38907
"1351" 1351 0.36765 0.38667 0.38907
"1352" 1352 0.36765 0.38667 0.38907
"1353" 1353 0.36765 0.38667 0.38907
"1354" 1354 0.36765 0.38667 0.38907
"1355" 1355 0.36765 0.38667 0.38907
"1356" 1356 0.36765 0.38667 0.38907
"1357" 1357 0.36765 0.38667 0.38907
"1358" 1358 0.36765 0.38667 0.38907
"1359" 1359 0.36765 0.38667 0.38907
"1360" 1360 0.36765 0.38667 0.38907
"1361" 1361 0.36765 0.38667 0.38907
"1362" 1362 0.36765 0.38667 0.38907
"1363" 1363 0.36765 0.38667 0.38907
"1364" 1364 0.36765 0.38667 0.38907
"1365" 1365 0.36765 0.38667 0.38907
"1366" 1366 0.36765 0.38667 0.38907
"1367" 1367 0.36765 0.38667 0.38907
"1368" 1368 0.36765 0.38667 0.38907
"1369" 1369 0.36765 0.38667 0.38788
"1370" 1370 0.36765 0.38667 0.38788
"1371" 1371 0.36765 0.38667 0.38788
"1372" 1372 0.36765 0.38667 0.38788
"1373" 1373 0.36765 0.38667 0.38788
"1374" 1374 0.36765 0.38667 0.38788
"1375" 1375 0.36765 0.38667 0.38788
"1376" 1376 0.36765 0.38667 0.38788
"1377" 1377 0.36765 0.38667 0.38788
"1378" 1378 0.36765 0.38667 0.38788
"1379" 1379 0.36765 0.38667 0.38788
"1380" 1380 0.36765 0.38667 0.38788
"1381" 1381 0.36765 0.38667 0.38788
"1382" 1382 0.36765 0.38667 0.38788
"1383" 1383 0.36765 0.38667 0.38788
"1384" 1384 0.36765 0.38667 0.38788
"1385" 1385 0.36765 0.38667 0.38788
"1386" 1386 0.36765 0.38667 0.38788
"1387" 1387 0.36765 0.38667 0.38788
"1388" 1388 0.36765 0.38667 0.38788
"1389" 1389 0.36765 0.38667 0.38788
"1390" 1390 0.36765 0.38667 0.38788
"1391" 1391 0.36765 0.38667 0.38788
"1392" 1392 0.36765 0.38667 0.38788
"1393" 1393 0.36765 0.38667 0.38788
"1394" 1394 0.36765 0.38667 0.38788
"1395" 1395 0.36765 0.38667 0.38788
"1396" 1396 0.36765 0.38667 0.38788
"1397" 1397 0.36765 0.38667 0.38788
"1398" 1398 0.36765 0.38667 0.38788
"1399" 1399 0.36765 0.38667 0.38788
"1400" 1400 0.36765 0.38667 0.38788
"1401" 1401 0.36765 0.38667 0.38788
"1402" 1402 0.36765 0.38667 0.38788
"1403" 1403 0.36765 0.38667 0.38788
"1404" 1404 0.36765 0.38667 0.38788
"1405" 1405 0.36765 0.38667 0.38788
"1406" 1406 0.36765 0.38667 0.38788
"1407" 1407 0.36765 0.38667 0.38788
"1408" 1408 0.36765 0.38667 0.38788
"1409" 1409 0.36765 0.38667 0.38788
"1410" 1410 0.36765 0.38667 0.38788
"1411" 1411 0.36765 0.38667 0.38788
"1412" 1412 0.36765 0.38667 0.38788
"1413" 1413 0.36765 0.38667 0.38788
"1414" 1414 0.36765 0.38667 0.38788
"1415" 1415 0.36765 0.38667 0.38788
"1416" 1416 0.36765 0.38667 0.38788
"1417" 1417 0.36765 0.38667 0.38788
"1418" 1418 0.36765 0.38667 0.38788
"1419" 1419 0.36765 0.38667 0.38788
"1420" 1420 0.36765 0.38667 0.38788
"1421" 1421 0.36765 0.38667 0.38788
"1422" 1422 0.36765 0.38667 0.38788
"1423" 1423 0.36765 0.38667 0.38788
"1424" 1424 0.36765 0.38667 0.38788
"1425" 1425 0.36765 0.38667 0.38788
"1426" 1426 0.36765 0.38667 0.38788
"1427" 1427 0.36765 0.38667 0.38788
"1428" 1428 0.36765 0.38667 0.38788
"1429" 1429 0.36765 0.38667 0.38788
"1430" 1430 0.36765 0.38667 0.38788
"1431" 1431 0.36765 0.38667 0.38788
"1432" 1432 0.36765 0.38667 0.38788
"1433" 1433 0.36765 0.38667 0.38788
"1434" 1434 0.36765 0.38667 0.38788
"1435" 1435 0.36765 0.38667 0.38788
"1436" 1436 0.36765 0.38667 0.38788
"1437" 1437 0.36765 0.38667 0.38788
"1438" 1438 0.36765 0.38667 0.38788
"1439" 1439 0.36765 0.38667 0.38788
"1440" 1440 0.36765 0.38667 0.38788
"1441" 1441 0.36765 0.38667 0.38788
"1442" 1442 0.36765 0.38667 0.38788
"1443" 1443 0.36765 0.38667 0.38788
"1444" 1444 0.36765 0.38667 0.38788
"1445" 1445 0.36765 0.38667 0.38788
"1446" 1446 0.36765 0.38667 0.38788
"1447" 1447 0.36765 0.38667 0.38788
"1448" 1448 0.36765 0.38667 0.38788
"1449" 1449 0.36765 0.38667 0.38788
"1450" 1450 0.36765 0.38667 0.38788
"1451" 1451 0.36765 0.38667 0.38788
"1452" 1452 0.36765 0.38667 0.38788
"1453" 1453 0.36765 0.38667 0.38788
"1454" 1454 0.36765 0.38667 0.38788
"1455" 1455 0.36765 0.38667 0.38788
"1456" 1456 0.36765 0.38667 0.38788
"1457" 1457 0.36765 0.38667 0.38788
"1458" 1458 0.36765 0.38667 0.38788
"1459" 1459 0.36765 0.38667 0.38788
"1460" 1460 0.36765 0.38667 0.38788
"1461" 1461 0.36765 0.38667 0.38788
"1462" 1462 0.36765 0.38667 0.38788
"1463" 1463 0.36765 0.38667 0.38788
"1464" 1464 0.36765 0.38667 0.38788
"1465" 1465 0.36765 0.38667 0.38788
"1466" 1466 0.36765 0.38667 0.38788
"1467" 1467 0.36765 0.38667 0.38788
"1468" 1468 0.36765 0.38667 0.38788
"1469" 1469 0.36765 0.38667 0.38788
"1470" 1470 0.36765 0.38667 0.38788
"1471" 1471 0.36765 0.38667 0.38788
"1472" 1472 0.36765 0.38667 0.38788
"1473" 1473 0.36765 0.38667 0.38788
"1474" 1474 0.36765 0.38667 0.38788
"1475" 1475 0.36765 0.38667 0.38788
"1476" 1476 0.36765 0.38667 0.38788
"1477" 1477 0.36765 0.38667 0.38788
"1478" 1478 0.36765 0.38667 0.38788
"1479" 1479 0.36765 0.38667 0.38788
"1480" 1480 0.36765 0.38667 0.38788
"1481" 1481 0.36765 0.38667 0.38788
"1482" 1482 0.36765 0.38667 0.38788
"1483" 1483 0.36765 0.38667 0.38788
"1484" 1484 0.36765 0.38667 0.38788
"1485" 1485 0.36765 0.38667 0.38788
"1486" 1486 0.36765 0.38667 0.38788
"1487" 1487 0.36765 0.38667 0.38788
"1488" 1488 0.36765 0.38667 0.38788
"1489" 1489 0.36765 0.38667 0.38788
"1490" 1490 0.36765 0.38667 0.38788
"1491" 1491 0.36765 0.38667 0.38788
"1492" 1492 0.36765 0.38667 0.38788
"1493" 1493 0.36765 0.38667 0.38788
"1494" 1494 0.36765 0.38667 0.38788
"1495" 1495 0.36765 0.38667 0.38788
"1496" 1496 0.36765 0.38667 0.38788
"1497" 1497 0.36765 0.38667 0.38788
"1498" 1498 0.36765 0.38667 0.38788
"1499" 1499 0.36765 0.38667 0.38788
"1500" 1500 0.36765 0.38589 0.38788
"1501" 1501 0.36765 0.38589 0.38788
"1502" 1502 0.36765 0.38589 0.38788
"1503" 1503 0.36765 0.38589 0.38788
"1504" 1504 0.36765 0.38589 0.38788
"1505" 1505 0.36765 0.38589 0.38788
"1506" 1506 0.36765 0.38589 0.38788
"1507" 1507 0.36765 0.38589 0.38788
"1508" 1508 0.36765 0.38589 0.38788
"1509" 1509 0.36765 0.38589 0.38788
"1510" 1510 0.36765 0.38589 0.38788
"1511" 1511 0.36765 0.38589 0.38788
"1512" 1512 0.36765 0.38589 0.38788
"1513" 1513 0.36765 0.38589 0.38788
"1514" 1514 0.36765 0.38589 0.38788
"1515" 1515 0.36765 0.38589 0.38788
"1516" 1516 0.36765 0.38589 0.38788
"1517" 1517 0.36765 0.38589 0.38788
"1518" 1518 0.36765 0.38589 0.38788
"1519" 1519 0.36765 0.38589 0.38788
"1520" 1520 0.36765 0.38589 0.38788
"1521" 1521 0.36765 0.38589 0.38788
"1522" 1522 0.36765 0.38589 0.38788
"1523" 1523 0.36765 0.38589 0.38788
"1524" 1524 0.36765 0.38589 0.38788
"1525" 1525 0.36765 0.38589 0.38788
"1526" 1526 0.36765 0.38589 0.38788
"1527" 1527 0.36765 0.38589 0.38788
"1528" 1528 0.36765 0.38589 0.38788
"1529" 1529 0.36765 0.38589 0.38788
"1530" 1530 0.36765 0.38589 0.38788
"1531" 1531 0.36765 0.38589 0.38788
"1532" 1532 0.36765 0.38589 0.38788
"1533" 1533 0.36765 0.38589 0.38788
"1534" 1534 0.36765 0.38589 0.38788
"1535" 1535 0.36765 0.38589 0.38788
"1536" 1536 0.36765 0.38589 0.38788
"1537" 1537 0.36765 0.38589 0.38788
"1538" 1538 0.36765 0.38589 0.38788
"1539" 1539 0.36765 0.38589 0.38788
"1540" 1540 0.36765 0.38589 0.38788
"1541" 1541 0.36765 0.38589 0.38788
"1542" 1542 0.36765 0.38589 0.38788
"1543" 1543 0.36765 0.38589 0.38788
"1544" 1544 0.36765 0.38589 0.38788
"1545" 1545 0.36765 0.38589 0.38788
"1546" 1546 0.36765 0.38589 0.38788
"1547" 1547 0.36765 0.38589 0.38788
"1548" 1548 0.36765 0.38589 0.38788
"1549" 1549 0.36765 0.38589 0.38788
"1550" 1550 0.36765 0.38589 0.38788
"1551" 1551 0.36765 0.38589 0.38788
"1552" 1552 0.36765 0.38589 0.38788
"1553" 1553 0.36765 0.38589 0.38788
"1554" 1554 0.36765 0.38589 0.38788
"1555" 1555 0.36765 0.38589 0.38788
"1556" 1556 0.36765 0.38589 0.38788
"1557" 1557 0.36765 0.38589 0.38788
"1558" 1558 0.36765 0.38589 0.38788
"1559" 1559 0.36765 0.38589 0.38788
"1560" 1560 0.36765 0.38589 0.38788
"1561" 1561 0.36765 0.38589 0.38788
"1562" 1562 0.36765 0.38589 0.38788
"1563" 1563 0.36765 0.38589 0.38788
"1564" 1564 0.36765 0.38589 0.38788
"1565" 1565 0.36765 0.38589 0.38788
"1566" 1566 0.36765 0.38589 0.38272
"1567" 1567 0.36765 0.38589 0.38272
"1568" 1568 0.36765 0.38589 0.38272
"1569" 1569 0.36765 0.38589 0.38272
"1570" 1570 0.36765 0.38589 0.38272
"1571" 1571 0.36765 0.38589 0.38272
"1572" 1572 0.36765 0.38589 0.38272
"1573" 1573 0.36765 0.38589 0.38272
"1574" 1574 0.36765 0.38589 0.38272
"1575" 1575 0.36765 0.38589 0.38272
"1576" 1576 0.36765 0.38589 0.38272
"1577" 1577 0.36765 0.38589 0.38272
"1578" 1578 0.36765 0.38589 0.38272
"1579" 1579 0.36765 0.38589 0.38272
"1580" 1580 0.36765 0.38589 0.38272
"1581" 1581 0.36765 0.38589 0.38272
"1582" 1582 0.36765 0.38589 0.38272
"1583" 1583 0.36765 0.38589 0.38272
"1584" 1584 0.36765 0.38589 0.38272
"1585" 1585 0.36765 0.38589 0.38272
"1586" 1586 0.36765 0.38589 0.38272
"1587" 1587 0.36765 0.38589 0.38272
"1588" 1588 0.36765 0.38589 0.38272
"1589" 1589 0.36765 0.38589 0.38272
"1590" 1590 0.36765 0.38589 0.38272
"1591" 1591 0.36765 0.38589 0.38272
"1592" 1592 0.36765 0.38589 0.38272
"1593" 1593 0.36765 0.38589 0.38272
"1594" 1594 0.36765 0.38589 0.38272
"1595" 1595 0.36765 0.38589 0.38272
"1596" 1596 0.36765 0.38589 0.38272
"1597" 1597 0.36765 0.38589 0.38272
"1598" 1598 0.36765 0.38589 0.38272
"1599" 1599 0.36765 0.38589 0.38272
"1600" 1600 0.36765 0.38589 0.38272
"1601" 1601 0.36765 0.38589 0.38272
"1602" 1602 0.36765 0.38589 0.38272
"1603" 1603 0.36765 0.38589 0.38272
"1604" 1604 0.36765 0.38589 0.38272
"1605" 1605 0.36765 0.38589 0.38272
"1606" 1606 0.36765 0.38589 0.38272
"1607" 1607 0.36765 0.38589 0.38272
"1608" 1608 0.36765 0.38589 0.38272
"1609" 1609 0.36765 0.38589 0.38272
"1610" 1610 0.36765 0.38589 0.38272
"1611" 1611 0.36765 0.38589 0.38272
"1612" 1612 0.36765 0.38589 0.38272
"1613" 1613 0.36765 0.38589 0.38272
"1614" 1614 0.36765 0.38589 0.38272
"1615" 1615 0.36765 0.38589 0.38272
"1616" 1616 0.36765 0.38589 0.38272
"1617" 1617 0.36765 0.38589 0.38272
"1618" 1618 0.36765 0.38589 0.38272
"1619" 1619 0.36765 0.38589 0.38272
"1620" 1620 0.36765 0.38589 0.38272
"1621" 1621 0.36765 0.38589 0.38272
"1622" 1622 0.36765 0.38589 0.38272
"1623" 1623 0.36765 0.38589 0.38272
"1624" 1624 0.36765 0.38589 0.38272
"1625" 1625 0.36765 0.38589 0.38272
"1626" 1626 0.36765 0.38589 0.38272
"1627" 1627 0.36765 0.38589 0.38272
"1628" 1628 0.36765 0.38589 0.38272
"1629" 1629 0.36765 0.38589 0.38272
"1630" 1630 0.36765 0.38589 0.38272
"1631" 1631 0.36765 0.38589 0.38272
"1632" 1632 0.36765 0.38589 0.38272
"1633" 1633 0.36765 0.38589 0.38272
"1634" 1634 0.36765 0.38589 0.38272
"1635" 1635 0.36765 0.38589 0.38272
"1636" 1636 0.36765 0.38589 0.38272
"1637" 1637 0.36765 0.38589 0.38272
"1638" 1638 0.36765 0.38589 0.38272
"1639" 1639 0.36765 0.38589 0.38272
"1640" 1640 0.36765 0.38589 0.38272
"1641" 1641 0.36765 0.38589 0.38272
"1642" 1642 0.36765 0.38589 0.38272
"1643" 1643 0.36765 0.38589 0.38272
"1644" 1644 0.36765 0.38589 0.38272
"1645" 1645 0.36765 0.38589 0.38272
"1646" 1646 0.36765 0.38589 0.38272
"1647" 1647 0.36765 0.38589 0.38272
"1648" 1648 0.36765 0.38589 0.38272
"1649" 1649 0.36765 0.38589 0.38272
"1650" 1650 0.36765 0.38589 0.38272
"1651" 1651 0.36765 0.38589 0.38272
"1652" 1652 0.36765 0.38589 0.38272
"1653" 1653 0.36765 0.38589 0.38272
"1654" 1654 0.36765 0.38589 0.38272
"1655" 1655 0.36765 0.38589 0.38272
"1656" 1656 0.36765 0.38589 0.38272
"1657" 1657 0.36668 0.38589 0.38272
"1658" 1658 0.36668 0.38589 0.38272
"1659" 1659 0.36668 0.38589 0.38272
"1660" 1660 0.36668 0.38589 0.38272
"1661" 1661 0.36668 0.38589 0.38272
"1662" 1662 0.36668 0.38589 0.38272
"1663" 1663 0.36668 0.38589 0.38272
"1664" 1664 0.36668 0.38589 0.38272
"1665" 1665 0.36668 0.38589 0.38272
"1666" 1666 0.36668 0.38589 0.38272
"1667" 1667 0.36668 0.38589 0.38272
"1668" 1668 0.36668 0.38589 0.38272
"1669" 1669 0.36668 0.38589 0.38272
"1670" 1670 0.36668 0.38589 0.38272
"1671" 1671 0.36668 0.38589 0.38272
"1672" 1672 0.36668 0.38589 0.38272
"1673" 1673 0.36668 0.38589 0.38272
"1674" 1674 0.36668 0.38589 0.38272
"1675" 1675 0.36668 0.38589 0.38272
"1676" 1676 0.36668 0.38589 0.38272
"1677" 1677 0.36668 0.38589 0.38272
"1678" 1678 0.36668 0.38589 0.38272
"1679" 1679 0.36668 0.38589 0.38272
"1680" 1680 0.36668 0.38589 0.38272
"1681" 1681 0.36668 0.38589 0.38272
"1682" 1682 0.36668 0.38589 0.38272
"1683" 1683 0.36668 0.38589 0.38272
"1684" 1684 0.36668 0.38589 0.38272
"1685" 1685 0.36668 0.38589 0.38272
"1686" 1686 0.36668 0.38589 0.38272
"1687" 1687 0.36668 0.38589 0.38272
"1688" 1688 0.36668 0.38589 0.38272
"1689" 1689 0.36668 0.38589 0.38272
"1690" 1690 0.36668 0.38589 0.38272
"1691" 1691 0.36668 0.38589 0.38272
"1692" 1692 0.36668 0.38589 0.38272
"1693" 1693 0.36668 0.38589 0.38272
"1694" 1694 0.36668 0.38589 0.38272
"1695" 1695 0.36668 0.38589 0.38272
"1696" 1696 0.36668 0.38589 0.38272
"1697" 1697 0.36668 0.38589 0.38272
"1698" 1698 0.36668 0.38589 0.38272
"1699" 1699 0.36668 0.38589 0.38272
"1700" 1700 0.36668 0.38589 0.38272
"1701" 1701 0.36668 0.38589 0.38272
"1702" 1702 0.36668 0.38589 0.38272
"1703" 1703 0.36668 0.38589 0.38272
"1704" 1704 0.36668 0.38589 0.38272
"1705" 1705 0.36668 0.38589 0.38272
"1706" 1706 0.36668 0.38589 0.38272
"1707" 1707 0.36668 0.38589 0.38272
"1708" 1708 0.36668 0.38589 0.38272
"1709" 1709 0.36668 0.38589 0.38272
"1710" 1710 0.36668 0.38589 0.38272
"1711" 1711 0.36668 0.38589 0.38272
"1712" 1712 0.36668 0.38589 0.38272
"1713" 1713 0.36668 0.38589 0.38272
"1714" 1714 0.36668 0.38589 0.38272
"1715" 1715 0.36668 0.38589 0.38272
"1716" 1716 0.36668 0.38589 0.38272
"1717" 1717 0.36668 0.38589 0.38272
"1718" 1718 0.36668 0.38589 0.38272
"1719" 1719 0.36668 0.38589 0.38272
"1720" 1720 0.36668 0.38589 0.38272
"1721" 1721 0.36668 0.38589 0.38272
"1722" 1722 0.36668 0.38589 0.38272
"1723" 1723 0.36668 0.38589 0.38272
"1724" 1724 0.36668 0.38589 0.38272
"1725" 1725 0.36668 0.38589 0.38272
"1726" 1726 0.36668 0.38589 0.38272
"1727" 1727 0.36668 0.38589 0.38272
"1728" 1728 0.36668 0.38589 0.38272
"1729" 1729 0.36668 0.38589 0.38272
"1730" 1730 0.36668 0.38589 0.38272
"1731" 1731 0.36668 0.38589 0.38272
"1732" 1732 0.36668 0.38589 0.38272
"1733" 1733 0.36668 0.38589 0.38272
"1734" 1734 0.36668 0.38589 0.38272
"1735" 1735 0.36668 0.38589 0.38272
"1736" 1736 0.36668 0.38589 0.38272
"1737" 1737 0.36668 0.38589 0.38272
"1738" 1738 0.36668 0.38589 0.38272
"1739" 1739 0.36668 0.38589 0.38272
"1740" 1740 0.36668 0.38589 0.38272
"1741" 1741 0.36668 0.38589 0.38272
"1742" 1742 0.36668 0.38589 0.38272
"1743" 1743 0.36668 0.38589 0.38272
"1744" 1744 0.36668 0.38589 0.38272
"1745" 1745 0.36668 0.38589 0.38272
"1746" 1746 0.36668 0.38589 0.38272
"1747" 1747 0.36668 0.38589 0.38272
"1748" 1748 0.36668 0.38589 0.38272
"1749" 1749 0.36668 0.38589 0.38272
"1750" 1750 0.36668 0.38589 0.38272
"1751" 1751 0.36668 0.38589 0.38272
"1752" 1752 0.36668 0.38589 0.38272
"1753" 1753 0.36668 0.38589 0.38272
"1754" 1754 0.36668 0.38589 0.38272
"1755" 1755 0.36668 0.38589 0.38272
"1756" 1756 0.36668 0.38589 0.38272
"1757" 1757 0.36668 0.38589 0.38272
"1758" 1758 0.36668 0.38589 0.38272
"1759" 1759 0.36668 0.38589 0.38272
"1760" 1760 0.36668 0.38589 0.38272
"1761" 1761 0.36668 0.38589 0.38272
"1762" 1762 0.36668 0.38589 0.38272
"1763" 1763 0.36668 0.38589 0.38272
"1764" 1764 0.36668 0.38589 0.38272
"1765" 1765 0.36668 0.38589 0.38272
"1766" 1766 0.36668 0.38589 0.38272
"1767" 1767 0.36668 0.38589 0.38272
"1768" 1768 0.36668 0.38589 0.38272
"1769" 1769 0.36668 0.38589 0.38272
"1770" 1770 0.36668 0.38589 0.38272
"1771" 1771 0.36668 0.38589 0.38272
"1772" 1772 0.36668 0.38589 0.38272
"1773" 1773 0.36668 0.38589 0.38272
"1774" 1774 0.36668 0.38589 0.38272
"1775" 1775 0.36668 0.38589 0.38272
"1776" 1776 0.36668 0.38589 0.38272
"1777" 1777 0.36668 0.38589 0.38272
"1778" 1778 0.36668 0.38589 0.38272
"1779" 1779 0.36668 0.38589 0.38272
"1780" 1780 0.36668 0.38589 0.38272
"1781" 1781 0.36668 0.38589 0.38272
"1782" 1782 0.36668 0.38589 0.38272
"1783" 1783 0.36668 0.38589 0.38272
"1784" 1784 0.36668 0.38589 0.38272
"1785" 1785 0.36668 0.38589 0.38272
"1786" 1786 0.36668 0.38589 0.38272
"1787" 1787 0.36668 0.38589 0.38272
"1788" 1788 0.36668 0.38589 0.38272
"1789" 1789 0.36668 0.38589 0.38272
"1790" 1790 0.36668 0.38589 0.38272
"1791" 1791 0.36668 0.38589 0.38272
"1792" 1792 0.36668 0.38589 0.38272
"1793" 1793 0.36668 0.38589 0.38272
"1794" 1794 0.36668 0.38589 0.38272
"1795" 1795 0.36668 0.38589 0.38272
"1796" 1796 0.36668 0.38589 0.38272
"1797" 1797 0.36668 0.38589 0.38272
"1798" 1798 0.36668 0.38589 0.38272
"1799" 1799 0.36668 0.38589 0.38272
"1800" 1800 0.36668 0.38589 0.38272
"1801" 1801 0.36668 0.38589 0.38272
"1802" 1802 0.36668 0.38589 0.38272
"1803" 1803 0.36668 0.38589 0.38272
"1804" 1804 0.36668 0.38589 0.38272
"1805" 1805 0.36668 0.38589 0.38272
"1806" 1806 0.36668 0.38589 0.38272
"1807" 1807 0.36668 0.38589 0.38272
"1808" 1808 0.36668 0.38589 0.38272
"1809" 1809 0.36668 0.38589 0.38272
"1810" 1810 0.36668 0.38589 0.38272
"1811" 1811 0.36668 0.38589 0.38272
"1812" 1812 0.36668 0.38589 0.38272
"1813" 1813 0.36668 0.38589 0.38272
"1814" 1814 0.36668 0.38589 0.38272
"1815" 1815 0.36668 0.38589 0.38272
"1816" 1816 0.36668 0.38589 0.38272
"1817" 1817 0.36668 0.38589 0.38272
"1818" 1818 0.36668 0.38589 0.38272
"1819" 1819 0.36668 0.38589 0.38272
"1820" 1820 0.36668 0.38589 0.38272
"1821" 1821 0.36668 0.38589 0.38272
"1822" 1822 0.36668 0.38589 0.38272
"1823" 1823 0.36668 0.38589 0.38272
"1824" 1824 0.36668 0.38589 0.38272
"1825" 1825 0.36668 0.38589 0.38272
"1826" 1826 0.36668 0.38589 0.38272
"1827" 1827 0.36668 0.38589 0.38272
"1828" 1828 0.36668 0.38589 0.38272
"1829" 1829 0.36668 0.38589 0.38272
"1830" 1830 0.36668 0.38589 0.38272
"1831" 1831 0.36668 0.38589 0.38272
"1832" 1832 0.36668 0.38589 0.38272
"1833" 1833 0.36668 0.38589 0.38272
"1834" 1834 0.36668 0.38589 0.38272
"1835" 1835 0.36668 0.38589 0.38272
"1836" 1836 0.36668 0.38589 0.38272
"1837" 1837 0.36668 0.38589 0.38272
"1838" 1838 0.36668 0.38589 0.38272
"1839" 1839 0.36668 0.38589 0.38272
"1840" 1840 0.36668 0.38589 0.38272
"1841" 1841 0.36668 0.38589 0.38272
"1842" 1842 0.36668 0.38589 0.38272
"1843" 1843 0.36668 0.38589 0.38272
"1844" 1844 0.36668 0.38589 0.38272
"1845" 1845 0.36668 0.38589 0.38272
"1846" 1846 0.36668 0.38589 0.38272
"1847" 1847 0.36668 0.38589 0.38272
"1848" 1848 0.36668 0.38589 0.38272
"1849" 1849 0.36668 0.38589 0.38272
"1850" 1850 0.36668 0.38589 0.38272
"1851" 1851 0.36668 0.38589 0.3825
"1852" 1852 0.36668 0.38589 0.3825
"1853" 1853 0.36668 0.38589 0.3825
"1854" 1854 0.36668 0.38589 0.3825
"1855" 1855 0.36668 0.38589 0.3825
"1856" 1856 0.36668 0.38589 0.3825
"1857" 1857 0.36668 0.38589 0.3825
"1858" 1858 0.36668 0.38589 0.3825
"1859" 1859 0.36668 0.38589 0.3825
"1860" 1860 0.36668 0.38589 0.3825
"1861" 1861 0.36668 0.38589 0.3825
"1862" 1862 0.36668 0.38589 0.3825
"1863" 1863 0.36668 0.38589 0.3825
"1864" 1864 0.36668 0.38589 0.3825
"1865" 1865 0.36668 0.38589 0.3825
"1866" 1866 0.36668 0.38589 0.3825
"1867" 1867 0.36668 0.38589 0.3825
"1868" 1868 0.36668 0.38589 0.3825
"1869" 1869 0.36668 0.38589 0.3825
"1870" 1870 0.36668 0.38589 0.3825
"1871" 1871 0.36668 0.38589 0.3825
"1872" 1872 0.36668 0.38589 0.3825
"1873" 1873 0.36668 0.38589 0.3825
"1874" 1874 0.36668 0.38589 0.3825
"1875" 1875 0.36668 0.38589 0.3825
"1876" 1876 0.36668 0.38589 0.3825
"1877" 1877 0.36668 0.38589 0.3825
"1878" 1878 0.36668 0.38589 0.3825
"1879" 1879 0.36668 0.38589 0.3825
"1880" 1880 0.36668 0.38589 0.3825
"1881" 1881 0.36668 0.38589 0.3825
"1882" 1882 0.36668 0.38589 0.3825
"1883" 1883 0.36668 0.38589 0.3825
"1884" 1884 0.36668 0.38589 0.3825
"1885" 1885 0.36668 0.38589 0.3825
"1886" 1886 0.36668 0.38589 0.3825
"1887" 1887 0.36668 0.38589 0.3825
"1888" 1888 0.36668 0.38589 0.3825
"1889" 1889 0.36668 0.38589 0.3825
"1890" 1890 0.36668 0.38589 0.3825
"1891" 1891 0.36668 0.38589 0.3825
"1892" 1892 0.36668 0.38589 0.3825
"1893" 1893 0.36668 0.38589 0.3825
"1894" 1894 0.36668 0.38589 0.3825
"1895" 1895 0.36668 0.38589 0.3825
"1896" 1896 0.36668 0.38589 0.3825
"1897" 1897 0.36668 0.38589 0.3825
"1898" 1898 0.36668 0.38589 0.3825
"1899" 1899 0.36668 0.38589 0.3825
"1900" 1900 0.36668 0.38589 0.3825
"1901" 1901 0.36668 0.38589 0.3825
"1902" 1902 0.36668 0.38589 0.3825
"1903" 1903 0.36668 0.38589 0.3825
"1904" 1904 0.36668 0.38589 0.3825
"1905" 1905 0.36668 0.38589 0.3825
"1906" 1906 0.36668 0.38589 0.3825
"1907" 1907 0.36668 0.38589 0.3825
